Name;Country;ProneAccuracy;StandingAccuracy;SkiSpeed;Stamina;Gender;Age
NEVEROV Yaroslav;EST;53.671;72.658;51.105;75.115;JMEN;20
VAELBE Frederik;EST;83.571;82.857;29.190;68.806;JMEN;18
UDAM Maanus;EST;64.651;69.767;34.405;70.407;JMEN;19
TIISLAR Ramses;EST;88.000;88.000;23.180;56.517;JMEN;21
TIISLAR Rasmus;EST;73.600;73.200;31.566;61.657;JMEN;21
KUEMMEL Simeon;EST;68.000;48.000;30.360;83.204;JMEN;17
VAINOMAE Rasmus;EST;75.882;80.588;22.151;67.136;JMEN;19
PERV Joosep;EST;96.000;80.000;21.217;51.473;JMEN;24
KLIMBEK Tristan;EST;84.000;68.000;11.457;78.867;JMEN;17
PRESMANN Marten;EST;75.556;60.000;11.387;83.372;JMEN;20
AUN Armin;EST;60.000;96.000;17.562;57.294;JMEN;17
JUUDAS Jonathan;EST;84.000;56.000;24.907;60.255;JMEN;18
RISTMAGI Marten-jakob;EST;71.429;74.286;12.935;69.758;JMEN;19
LOPUHHIN Dominik;EST;71.111;62.222;31.302;48.392;JMEN;17
ORUPOLD Oskar;EST;72.000;51.000;19.141;66.978;JMEN;19
SAVISTE Sander;EST;84.000;52.000;18.547;52.284;JMEN;19
NARUSK Gregor;EST;66.667;46.667;12.068;72.933;JMEN;19
SEPPALA Tero;FIN;82.813;78.125;68.331;78.597;MEN;29
HIIDENSALO Olli;FIN;89.462;82.151;63.434;75.625;MEN;34
HARJULA Tuomas;FIN;88.317;82.376;60.929;69.219;MEN;27
INVENIUS Otto;FIN;85.833;70.833;62.819;74.699;MEN;25
HEIKKINEN Arttu;FIN;88.598;70.467;59.509;71.191;MEN;21
KLEMETTINEN Jimi;FIN;83.509;76.842;58.289;67.938;MEN;20
LAITINEN Heikki;FIN;84.286;74.286;54.907;75.790;MEN;31
RANTA Jaakko;FIN;93.976;83.614;45.446;71.406;JMEN;28
PANTTILA Santtu;FIN;81.333;90.667;42.669;74.928;JMEN;25
MUKKALA Jonni;FIN;77.647;72.549;52.219;72.436;JMEN;25
PYKALAINEN Joni;FIN;72.195;61.951;54.287;76.755;JMEN;31
KOTIKUMPU Vili;FIN;88.451;80.282;43.208;63.634;JMEN;23
REMES Arttu;FIN;80.000;84.000;34.825;77.358;JMEN;18
LOUKKAANHUHTA Kalle;FIN;79.016;78.033;45.986;65.752;JMEN;22
NIEMINEN Turkka;FIN;78.235;72.941;41.109;62.525;JMEN;22
NELIMARKKA Joonas;FIN;75.000;70.000;33.604;66.118;JMEN;22
KUUTTINEN Patrik;FIN;65.000;85.000;24.951;72.121;JMEN;25
KIRJAVAINEN Akseli;FIN;68.235;71.765;32.084;68.693;JMEN;19
OLLIKKA Topias;FIN;92.000;76.000;17.026;68.629;JMEN;18
SEPPALA Joel;FIN;90.000;75.000;17.226;58.783;JMEN;19
SAARINEN Kaapo;FIN;78.667;68.000;20.544;65.242;JMEN;19
KINNUNEN Juuso;FIN;73.333;50.000;38.784;53.130;JMEN;21
RAVOLAINEN Jesse;FIN;80.000;53.333;4.438;65.901;JMEN;17
SEPPALA Olli;FIN;66.667;53.333;22.518;42.453;JMEN;17
PERROT Eric;FRA;89.861;88.889;76.713;78.942;MEN;24
FILLON MAILLET Quentin;FRA;79.167;83.472;76.625;79.133;MEN;33
JACQUELIN Emilien;FRA;88.696;76.957;77.537;65.577;MEN;30
CLAUDE Fabien;FRA;83.333;75.278;74.671;78.006;MEN;31
LOMBARDOT Oscar;FRA;90.600;80.200;68.014;76.290;MEN;25
CLAUDE Emilien;FRA;86.098;88.293;63.020;75.099;MEN;26
GUIGONNAT Antonin;FRA;89.515;82.136;59.993;76.117;MEN;34
PATUREL Gaetan;FRA;79.450;78.532;65.194;75.768;MEN;22
LEJEUNE Valentin;FRA;89.231;82.462;59.357;70.270;JMEN;23
LEVET Damien;FRA;85.517;84.368;59.850;68.471;JMEN;24
GUIRAUD POILLOT Theo;FRA;79.718;81.972;58.927;74.405;JMEN;23
CARLIER Leo;FRA;84.667;86.000;52.130;74.991;JMEN;19
MARTINET Ian;FRA;82.857;80.000;54.052;75.151;JMEN;22
GARCIA Mathieu;FRA;96.000;80.000;51.777;59.737;JMEN;23
BROUTIER Remi;FRA;78.571;71.429;56.830;72.031;JMEN;25
GENY Edgar;FRA;82.222;67.407;57.804;70.170;JMEN;22
POIROT Guillaume;FRA;74.545;77.273;51.824;76.361;JMEN;20
GRATALOUP-MANISSOLLE Camille;FRA;81.818;87.273;46.786;70.854;JMEN;19
JACOB Corentin;FRA;77.561;74.146;55.425;70.748;JMEN;22
PERRILLAT BOTTONET Judicael;FRA;75.294;70.588;53.198;75.216;JMEN;20
GARNIER Axel;FRA;86.667;71.429;47.598;73.618;JMEN;22
THIEVENT Lou;FRA;80.000;90.000;41.747;73.444;JMEN;22
BOUILLET Enzo;FRA;71.429;80.000;52.965;70.768;JMEN;19
GUY Flavio;FRA;68.000;64.000;56.511;75.203;JMEN;19
JOUANNAUD Lionel;FRA;74.286;74.286;47.466;74.862;JMEN;21
DELSOL Antonin;FRA;62.857;65.714;55.927;73.519;JMEN;20
BOTET Martin;FRA;73.333;64.444;51.957;62.628;JMEN;21
DE GRIMAUDET DE ROCHEBOUET Benjamin;FRA;70.000;75.000;29.759;71.977;JMEN;19
JEFFERIES Jacques;GBR;88.571;75.918;50.896;65.519;MEN;23
WEBB Marcus Bolin;GBR;91.600;74.400;25.388;71.671;MEN;30
BENSON Graham;GBR;71.864;72.542;28.936;73.016;MEN;19
SMITH Tom;GBR;86.667;73.333;17.612;72.656;MEN;19
MEAD William;GBR;63.000;60.000;21.120;79.273;JMEN;21
CHRONICLE Matthew;GBR;68.000;60.889;21.462;73.748;JMEN;24
MARKHAM Luke;GBR;60.000;68.889;16.275;68.662;JMEN;24
BENSON Sean;GBR;76.842;74.737;1.000;65.085;JMEN;22
D'ARCY William;GBR;53.333;40.000;13.917;76.926;JMEN;20
CLARKE Ethan;GBR;73.171;77.073;1.000;37.531;JMEN;20
HATLOE Alexander;GBR;74.545;69.091;3.988;56.090;JMEN;21
WELSH Oliver;GBR;73.333;80.000;1.000;51.084;JMEN;22
PEDERSEN William;GBR;60.000;66.667;1.000;57.521;JMEN;20
CARTER Nathan;GBR;61.333;58.667;8.223;43.679;JMEN;23
NEWTON Finley;GBR;46.667;51.111;2.296;43.650;JMEN;17
NAWRATH Philipp;GER;88.154;80.000;72.080;79.621;MEN;32
HORN Philipp;GER;85.690;76.724;72.837;80.781;MEN;31
STRELOW Justus;GER;96.154;81.346;65.284;71.497;MEN;29
RIETHMUELLER Danilo;GER;76.897;81.034;70.144;76.569;MEN;26
KUEHN Johannes;GER;90.732;67.805;67.240;80.327;MEN;34
ZOBEL David;GER;88.762;78.095;63.627;76.630;MEN;29
KAISER Simon;GER;77.170;76.038;67.948;77.885;MEN;26
FRATZSCHER Lucas;GER;90.787;76.854;60.726;77.929;MEN;31
REES Roman;GER;89.286;85.357;56.196;77.397;JMEN;32
PFUND Leonhard;GER;85.957;83.191;60.463;74.676;JMEN;22
SCHASER Franz;GER;87.692;79.560;57.037;73.841;JMEN;23
SEIDL Elias;GER;75.682;84.091;55.931;71.979;JMEN;21
SCHNEIDERLING Nils;GER;82.500;62.500;49.585;81.040;JMEN;21
KASKEL Fabian;GER;88.235;85.882;48.483;61.922;JMEN;22
KESPER Linus;GER;81.818;73.636;47.964;72.702;JMEN;22
HAFENMAIR Erik;GER;85.000;80.000;43.289;72.043;JMEN;21
SCHMUTZ David;GER;86.667;93.333;58.564;41.181;JMEN;20
TANNHEIMER Lukas;GER;73.333;72.381;51.070;71.525;JMEN;18
ENDLER Dorian;GER;82.222;77.778;41.467;72.689;JMEN;22
KOELLNER Hans;GER;86.667;76.667;48.330;60.861;JMEN;24
LIPFERT Hannes;GER;66.667;80.000;43.289;78.113;JMEN;17
LODL Darius;GER;71.111;82.222;52.411;60.177;JMEN;25
ENGELMANN Albert;GER;77.778;57.778;54.504;62.068;JMEN;21
ANDING Luca;GER;93.333;93.333;34.790;53.542;JMEN;19
KUEHNISCH Arved;GER;73.333;80.000;48.681;55.706;JMEN;23
SCHUETZE Karl;GER;78.824;74.118;41.185;60.665;JMEN;20
BOEHME Clemens;GER;67.500;75.000;38.782;68.273;JMEN;19
KUEBLER Korbi;GER;66.667;66.667;42.452;52.421;JMEN;19
RICHTER Luc;GER;65.000;65.000;30.880;33.413;JMEN;20
MENZ Benjamin;GER;93.333;93.333;27.688;1.000;JMEN;23
LIPOWITZ Philipp;GER;80.000;80.000;36.387;1.000;JMEN;26
ANGELIS Apostolos;GRE;86.154;70.000;27.079;66.983;MEN;32
TSOUREKAS Nikolaos;GRE;78.333;64.167;17.621;54.108;MEN;26
GASTIS Athanasios;GRE;75.000;76.500;13.203;46.905;MEN;21
ROSENLIS Vasileios;GRE;13.333;53.333;1.000;25.168;MEN;19
SLETTEMARK Sondre;GRL;83.836;81.370;44.024;66.633;MEN;21
HOLLO Martin;HUN;57.143;60.000;1.000;20.703;MEN;18
BESZE Daniel;HUN;72.632;53.684;1.000;16.837;JMEN;17
NAGY Vilmos;HUN;40.000;60.000;1.000;14.671;JMEN;16
GIACOMEL Tommaso;ITA;83.929;83.929;76.155;80.626;MEN;25
HOFER Lukas;ITA;89.692;79.385;70.526;76.094;MEN;36
BIONAZ Didier;ITA;81.010;67.273;68.649;77.268;MEN;25
BRAUNHOFER Patrick;ITA;91.429;85.952;56.059;69.668;MEN;27
ROMANIN Nicola;ITA;84.630;81.481;55.186;75.148;MEN;31
PIRCHER Christoph;ITA;78.293;84.146;55.289;71.835;MEN;22
LEITGEB Maximilian;ITA;93.333;73.333;54.173;68.936;MEN;20
BARALE Marco;ITA;85.294;82.059;54.465;63.617;MEN;22
BETEMPS Nicolo;ITA;83.333;90.000;44.847;81.786;JMEN;22
ZENI Elia;ITA;75.844;77.662;56.028;75.181;JMEN;24
RATSCHILLER Felix;ITA;82.162;83.784;43.171;75.180;JMEN;22
COMPAGNONI Davide;ITA;78.851;81.149;51.162;67.894;JMEN;21
BACHER Hannes;ITA;84.000;68.000;51.636;70.904;JMEN;19
DEVAL Michel;ITA;96.000;86.667;32.255;73.135;JMEN;19
LOZZA Cesare;ITA;90.526;76.842;39.189;75.270;JMEN;21
CAPPELLARI Daniele;ITA;90.750;85.250;47.255;58.525;JMEN;28
LEONESIO Iacopo;ITA;90.526;89.474;38.820;65.845;JMEN;25
PERISSUTTI Alex;ITA;81.739;69.565;50.063;69.036;JMEN;21
ZINGERLE David;ITA;80.000;70.000;46.085;71.433;JMEN;25
CAROLLO Michele;ITA;77.000;72.000;43.234;66.110;JMEN;20
COLA Davide;ITA;81.053;64.211;36.908;76.871;JMEN;20
GIRAUDO Nicolo;ITA;78.947;75.789;45.562;53.546;JMEN;25
FERDICK Adam;ITA;74.286;77.143;29.787;69.592;JMEN;20
BARALE Paolo;ITA;55.000;65.000;38.810;75.806;JMEN;20
GIORDANO Nicola;ITA;60.000;77.500;34.526;66.150;JMEN;20
MOLINARI Michele;ITA;40.000;96.000;41.142;54.454;JMEN;25
MOTTA Simone;ITA;75.000;60.000;40.536;55.558;JMEN;19
HUBER Julian;ITA;86.667;53.333;27.678;53.903;JMEN;17
TACHIZAKI Mikito;JPN;90.909;79.273;41.099;74.122;MEN;37
YAMAMOTO Masaharu;JPN;85.246;65.246;44.248;72.878;MEN;25
OJIMA Kiyomasa;JPN;72.727;58.545;48.766;73.912;MEN;27
GO Shoichiro;JPN;66.667;60.000;34.568;71.154;MEN;26
TOKUTAKE Yuya;JPN;44.000;68.000;36.333;64.586;JMEN;20
NISHIMOTO Hinoki;JPN;66.667;53.333;21.203;74.956;JMEN;25
ENDO Yoshito;JPN;33.333;66.667;21.076;61.564;JMEN;20
KIREYEV Vladislav;KAZ;85.135;85.405;53.987;65.803;MEN;25
DYUSSENOV Asset;KAZ;76.949;71.525;51.496;65.916;MEN;28
AKIMOV Nikita;KAZ;77.015;87.463;44.645;49.795;MEN;24
MUKHIN Alexandr;KAZ;68.837;74.419;47.710;73.228;MEN;27
KURALES Vadim;KAZ;83.077;84.615;39.294;63.089;MEN;23
BAUER Kirill;KAZ;83.684;73.158;39.098;60.565;JMEN;25
SHKARIN Zakhar;KAZ;77.647;61.176;38.632;66.470;JMEN;19
REDKIN Anton;KAZ;65.333;74.667;27.613;75.428;JMEN;19
KONIVETS Vladimir;KAZ;78.824;77.647;20.126;73.769;JMEN;22
GREBENCHSHIKOV Yegor;KAZ;74.872;75.897;28.238;64.858;JMEN;21
DARIN Ivan;KAZ;79.310;62.069;38.627;57.074;JMEN;26
KUANDYK Yerzhanat;KAZ;72.800;72.000;35.770;56.369;JMEN;25
AMURLAYEV Ruslan;KAZ;88.889;68.889;24.971;60.604;JMEN;23
AFANASYEV Artyom;KAZ;73.333;82.667;20.611;66.166;JMEN;22
LITVINOV Yevgeniy;KAZ;72.857;64.286;30.952;63.435;JMEN;21
OMAROV Dias;KAZ;76.000;54.667;30.685;67.713;JMEN;22
FYODOROV Kirill;KAZ;76.000;60.000;18.593;76.355;JMEN;20
CHERVENKO Danil;KAZ;88.000;68.000;22.450;49.235;JMEN;23
ZOTOV Kirill;KAZ;65.000;68.333;17.204;68.359;JMEN;18
KHASSENOV Ilyas;KAZ;46.667;93.333;22.153;51.819;JMEN;19
MALYKOV Vladislav;KAZ;75.000;70.000;15.356;54.453;JMEN;23
TURLUBEKOV Bekentay;KAZ;80.000;46.667;32.190;39.225;JMEN;27
SHEFER Erik;KAZ;66.667;66.667;6.623;67.554;JMEN;20
AVIZOV Bogdan;KAZ;66.667;53.333;12.036;24.550;JMEN;20
KADYROV Eldar;KGZ;46.667;56.667;11.477;45.570;MEN;22
SAPARBEKOV Artur;KGZ;47.143;57.143;7.579;52.622;MEN;19
LAPSHIN Timofei;KOR;88.571;82.857;55.389;50.843;MEN;37
CHOI Dujin;KOR;76.364;90.303;32.884;50.739;MEN;30
STARODUBETS Aleksandr;KOR;76.842;74.737;29.806;51.618;MEN;32
KIM Yonggyu;KOR;86.667;60.000;24.575;71.614;MEN;32
CHO Nadan;KOR;80.952;74.286;16.970;82.245;JMEN;19
KIM Seongyun;KOR;70.000;78.182;23.974;56.876;JMEN;20
HEO Seonhoe;KOR;70.000;83.333;23.805;52.694;JMEN;32
KANG Yoonjae;KOR;66.364;68.182;25.936;49.655;JMEN;29
JUNG Minseong;KOR;68.000;56.000;7.874;65.356;JMEN;23
KIM Habeen;KOR;86.667;40.000;16.330;43.183;JMEN;21
LEE Juwon;KOR;60.000;48.000;1.000;28.827;JMEN;19
RASTORGUJEVS Andrejs;LAT;92.917;80.000;62.178;69.841;MEN;37
BIRKENTALS Renars;LAT;85.577;74.038;58.166;74.209;MEN;24
MISE Edgars;LAT;87.576;76.970;45.236;76.911;MEN;27
PATRIJUKS Aleksandrs;LAT;80.000;67.857;49.391;75.132;MEN;32
KARLSBERGS Kristians;LAT;57.143;71.429;32.748;57.438;MEN;20
LOZBERS Rihards;LAT;69.639;71.084;61.841;73.178;JMEN;16
SAMCEVICS Aleksis;LAT;76.800;59.200;26.903;63.248;JMEN;20
RAUDZINS Rudolfs;LAT;74.286;57.143;25.359;67.704;JMEN;17
MEIRANS Matiss;LAT;57.407;61.852;34.182;60.361;JMEN;20
KODALEVS Daniels;LAT;58.909;65.818;26.169;63.287;JMEN;20
SNORINS Adrians Maris;LAT;70.526;61.053;19.993;64.790;JMEN;19
SOLOVJOVS Ernests;LAT;80.000;55.000;27.997;48.495;JMEN;18
BRESME Olivers;LAT;60.000;46.667;4.311;75.408;JMEN;19
BRESME Valters;LAT;60.000;40.000;8.500;69.048;JMEN;19
STROLIA Vytautas;LTU;85.421;80.000;62.143;74.965;MEN;33
DOMBROVSKI Karol;LTU;84.789;81.127;47.438;64.710;MEN;34
FOMIN Maksim;LTU;82.581;78.710;44.941;80.622;MEN;25
CIGAK Nikita;LTU;76.800;76.000;41.845;70.083;MEN;23
KAUKENAS Tomas;LTU;80.476;70.476;39.147;73.216;MEN;35
MACKINE Jokubas;LTU;73.636;71.818;38.620;74.673;JMEN;25
VILDZIUNAS Mikas;LTU;89.091;71.818;5.910;74.926;JMEN;20
TERENTJEV Stepan;LTU;65.455;69.091;33.220;55.847;JMEN;29
DINDA Darius;LTU;81.500;54.000;35.716;48.658;JMEN;23
AUGUSTINAVICIUS Juozas;LTU;64.681;73.617;16.034;67.900;JMEN;19
RAKSTELIS Ignas;LTU;69.189;64.324;4.485;71.033;JMEN;19
MINCEVIC Lukas;LTU;60.000;60.000;1.322;71.639;JMEN;17
BENHAYOUN Paul Mehdi;MAR;85.000;50.000;1.000;40.663;MEN;32
MAGAZEEV Pavel;MDA;83.571;84.524;54.464;74.579;MEN;37
MAKAROV Maksim;MDA;80.548;83.014;42.266;70.983;MEN;30
USOV Mihail;MDA;88.000;87.000;38.832;61.909;MEN;29
USOV Andrei;MDA;66.977;64.186;27.922;62.018;MEN;31
LUCHIN Iulian;MDA;76.923;67.179;18.010;54.240;MEN;21
BELEVAC Dinu;MDA;52.727;48.182;3.115;47.346;JMEN;18
ENKHBAT Enkhsaikhan;MGL;82.500;74.375;27.698;54.643;MEN;23
BOLDBAATAR Ankhbold;MGL;64.348;79.130;2.146;55.651;MEN;22
JARGAL Gantulga;MGL;60.000;68.000;5.502;68.739;JMEN;20
GINOSKI Petar;MKD;72.593;51.852;1.000;44.624;JMEN;17
VISSER Jon;NED;66.667;66.667;1.000;46.426;MEN;23
LAEGREID Sturla Holm;NOR;96.154;91.231;76.461;77.360;MEN;28
BOTN Johan-Olav;NOR;88.421;90.351;77.165;79.385;MEN;26
DALE-SKJEVDAL Johannes;NOR;90.000;81.475;80.861;72.608;MEN;28
CHRISTIANSEN Vetle Sjaastad;NOR;87.778;87.778;74.783;71.893;MEN;33
ULDAL Martin;NOR;89.400;80.400;73.000;76.850;MEN;24
FREY Isak Leknes;NOR;90.256;84.444;67.390;73.895;MEN;22
ASPENES Sverre Dahlen;NOR;84.872;76.923;70.307;76.514;MEN;28
STROEMSHEIM Endre;NOR;88.182;82.727;69.359;61.830;MEN;28
SOERUM Vebjoern;NOR;80.667;82.000;70.130;72.530;JMEN;27
NEVLAND Martin;NOR;85.926;91.852;59.540;71.821;JMEN;24
PAULSEN Vetle;NOR;92.698;77.460;61.735;73.140;JMEN;25
KALKENBERG Kasper;NOR;86.970;84.242;56.718;77.209;JMEN;20
VOLD Fredrik;NOR;85.455;89.091;58.047;72.870;JMEN;22
SAETER Joergen;NOR;85.091;86.182;56.251;74.596;JMEN;25
JORDE Sindre Fjellheim;NOR;70.000;85.000;56.261;82.559;JMEN;29
SKREDE Mathias;NOR;80.000;80.000;51.732;81.953;JMEN;27
GERHARDSEN Sivert;NOR;86.400;90.000;50.977;71.839;JMEN;21
SUHRKE Ole;NOR;74.194;72.258;76.441;55.822;JMEN;23
OEVERBY Mats;NOR;95.714;80.000;55.929;63.328;JMEN;25
BORGE Herman Dramdal;NOR;80.000;70.000;56.679;77.907;JMEN;28
HAUG Andreas;NOR;92.000;84.000;47.872;69.509;JMEN;19
TOSTERUD Haavard;NOR;92.500;65.000;54.642;70.638;JMEN;21
GUNDERSEN Leo;NOR;66.667;66.667;59.262;68.838;JMEN;19
ALM Oliver;NOR;88.000;88.000;40.960;59.528;JMEN;20
AAS Andreas;NOR;90.000;75.000;47.773;42.021;JMEN;22
HAUKVIK-JENSEN Gaute;NOR;70.000;85.000;38.871;50.519;JMEN;19
PRAESTERUD Andreas;NOR;73.333;66.667;50.795;40.723;JMEN;20
SOERNES Mathias;NOR;66.667;93.333;43.403;1.000;JMEN;23
BRISCALL Lewis;NZL;40.000;44.000;1.000;56.021;JMEN;17
BADACZ Konrad;POL;85.208;84.583;56.646;63.313;MEN;22
GUNKA Jan;POL;80.400;79.200;56.808;67.517;MEN;23
GALICA Grzegorz;POL;77.778;73.651;58.213;74.659;MEN;18
ZAWOL Marcin;POL;84.776;79.403;55.276;57.840;MEN;23
SKORUSA Wojciech;POL;87.059;83.059;45.003;70.007;MEN;27
SUCHODOLSKI Fabian;POL;85.970;75.821;44.032;68.708;MEN;21
POTONIEC Jakub;POL;86.222;82.667;39.478;68.978;JMEN;20
NEDZA-KUBINIEC Andrzej;POL;86.667;83.333;32.986;72.909;JMEN;34
GUNKA Kacper;POL;88.000;64.000;28.583;76.371;JMEN;26
JAKIELA Tomasz;POL;74.000;69.000;33.028;71.303;JMEN;29
BRZOSKA Kacper;POL;83.913;72.609;35.900;58.374;JMEN;21
KUSZTAL Igor;POL;75.610;73.659;21.479;71.197;JMEN;19
LAPKA Maciej;POL;65.000;78.636;28.329;62.322;JMEN;20
BRYN Patryk;POL;62.857;68.571;20.729;71.080;JMEN;27
URBANIAK Kajetan;POL;70.769;67.692;11.742;77.903;JMEN;18
WATYCHA Jan;POL;77.143;77.143;19.611;56.475;JMEN;19
GARBOWSKI Sebastian;POL;80.000;60.000;1.000;38.129;JMEN;18
SIWA Kazimierz;POL;70.000;60.000;2.797;56.182;JMEN;18
PAWLUK Wiktor;POL;79.048;56.190;4.028;49.804;JMEN;20
BEDNAREK Jakub;POL;50.000;60.000;1.000;27.920;JMEN;19
SHAMAEV Dmitrii;ROU;91.807;92.048;44.337;74.748;MEN;30
COLTEA George;ROU;88.955;73.433;49.865;77.552;MEN;25
BUTA George;ROU;87.119;91.525;43.304;74.199;MEN;32
PUCHIANU Cornel;ROU;74.667;66.133;51.626;69.498;MEN;36
FLORE Raul;ROU;86.275;81.176;35.753;52.926;MEN;28
URS Horia;ROU;70.196;75.294;29.607;62.420;MEN;19
LUPOIU Gigi;ROU;70.213;70.213;26.939;63.880;JMEN;17
BARBIERU Dragos;ROU;72.143;57.857;23.910;61.650;JMEN;19
ZICHIL Nicolae;ROU;72.308;70.000;2.235;70.886;JMEN;20
FOLEA David;ROU;71.429;72.857;8.590;55.268;JMEN;21
UDVARI Hunor;ROU;57.143;51.429;1.000;2.209;JMEN;18
LATYPOV Eduard;RUS;81.010;84.646;68.954;76.165;MEN;31
SEROKHVOSTOV Daniil;RUS;84.762;77.778;71.806;68.354;MEN;26
KHALILI Said Karimulla;RUS;93.939;83.030;62.693;69.512;MEN;27
BAZHIN Kirill;RUS;92.264;82.830;61.818;75.137;MEN;27
POVARNITSYN Alexander;RUS;85.714;81.524;61.876;80.184;MEN;31
BABIKOV Anton;RUS;87.586;81.379;61.528;77.813;MEN;34
KONOVALOV Savelii;RUS;79.200;84.000;64.022;70.977;MEN;21
EREMIN Roman;RUS;73.846;79.560;66.242;76.817;MEN;28
SIDOROV Evgenii;RUS;81.609;80.000;61.614;78.098;JMEN;28
TSVETKOV Maksim;RUS;89.000;88.000;54.731;76.685;JMEN;33
LOGINOV Alexandr;RUS;91.340;67.835;64.069;74.236;JMEN;33
KORNEV Aleksandr;RUS;74.898;78.980;64.816;76.645;JMEN;24
KOLOTOV Ivan;RUS;92.041;77.347;58.203;72.775;JMEN;28
BURUNDUKOV Mikhail;RUS;93.647;84.471;53.835;72.507;JMEN;27
KULGUSKIN Leonid;RUS;87.879;90.909;53.600;72.083;JMEN;20
KONKIN Iaroslav;RUS;82.373;85.085;57.322;73.924;JMEN;22
VAGIN Aleksei;RUS;79.158;80.842;60.813;73.287;JMEN;27
MUKHAMEDZIANOV Ilnaz;RUS;78.605;84.186;60.938;70.276;JMEN;28
STRELTSOV Kirill;RUS;81.942;84.854;55.371;73.766;JMEN;29
PORSHNEV Nikita;RUS;86.667;81.000;55.632;72.702;JMEN;29
SGIBNEV Daniil;RUS;80.000;70.000;60.311;77.271;JMEN;19
TOMSHIN Vasilii;RUS;90.000;81.333;49.294;76.897;JMEN;28
EVMENOV Dmitrii;RUS;79.623;80.377;56.734;73.562;JMEN;21
KAIUMOV Rustam;RUS;79.140;81.290;56.116;73.981;JMEN;31
SURNEV Roman;RUS;82.766;74.681;60.129;69.808;JMEN;32
USOV Daniil;RUS;85.000;78.250;57.941;68.479;JMEN;25
KANAROVSKII Roman;RUS;87.660;78.723;50.133;75.503;JMEN;21
GREKHOV Timofei;RUS;96.000;70.000;43.624;80.975;JMEN;20
MALEEV Viacheslav;RUS;79.381;70.309;57.838;74.099;JMEN;28
PLITSEV Viktor;RUS;88.235;80.294;49.379;71.966;JMEN;30
ABDULLIN Aydar;RUS;80.000;96.000;41.929;74.034;JMEN;20
DOMICHEK Oleg;RUS;88.831;75.325;51.956;69.673;JMEN;23
KILIVNIUK Kirill;RUS;78.000;67.143;57.493;74.294;JMEN;27
ALEKSEEV Nikolai;RUS;81.143;78.857;51.266;72.543;JMEN;21
PROKUDIN Egor;RUS;83.944;74.930;54.575;67.804;JMEN;22
IVANOV Iurii;RUS;67.619;72.381;58.591;73.452;JMEN;20
SOLOMENNIKOV Egor;RUS;88.571;73.469;52.794;64.754;JMEN;22
VIUKHIN Andrei;RUS;61.379;55.402;65.378;77.436;JMEN;26
EMERKHONOV Evgenii;RUS;82.034;82.712;48.239;67.114;JMEN;25
PASHCHENKO Petr;RUS;71.579;77.193;56.052;67.303;JMEN;34
MATERKOV Danila;RUS;82.909;81.818;45.145;68.865;JMEN;23
MORILOV Mikhail;RUS;79.600;80.000;49.861;64.626;JMEN;22
BLINOV Nikita;RUS;79.667;79.667;42.431;73.493;JMEN;23
ISTAMGULOV Vadim;RUS;83.824;74.706;48.587;65.739;JMEN;27
BEKTUGANOV Aleksandr;RUS;83.200;82.933;42.720;68.364;JMEN;27
ILINYKH Stanislav;RUS;86.452;90.968;40.108;63.518;JMEN;24
KRUTOV Andrei;RUS;90.189;83.396;42.843;61.634;JMEN;23
IVANOV Dmitrii;RUS;83.562;70.959;50.925;62.462;JMEN;31
OSTAPII Andrei;RUS;71.930;71.579;51.274;68.859;JMEN;22
IRODOV Denis;RUS;87.931;80.345;47.102;56.812;JMEN;23
MATVEEV Nikita;RUS;82.222;74.444;48.885;60.810;JMEN;27
SMIRNOV Evgenii;RUS;77.143;72.286;42.874;71.105;JMEN;24
PETROV Vladislav;RUS;85.185;77.778;35.468;71.883;JMEN;22
LIASHOK Pavel;RUS;86.471;78.235;39.869;62.224;JMEN;23
MALIUGIN Nikita;RUS;72.683;66.829;47.725;67.411;JMEN;21
ZUBAREV Aleksei;RUS;82.857;81.905;37.240;62.208;JMEN;24
ANUFRIEV Kirill;RUS;90.000;40.000;28.600;69.008;JMEN;27
IDINOV Evgenii;RUS;80.000;60.000;26.744;63.299;JMEN;30
SMIRNOV Artem;RUS;80.000;60.000;21.659;47.575;JMEN;26
FAK Jakov;SLO;90.189;88.868;61.522;76.233;MEN;38
PLANKO Lovro;SLO;85.417;71.042;63.015;78.637;MEN;24
VIDMAR Anton;SLO;85.000;82.708;57.907;70.119;MEN;25
DOVZAN Miha;SLO;93.409;80.455;54.111;59.219;MEN;31
REPNIK Matic;SLO;88.889;83.333;38.838;54.391;MEN;24
GROSELJ SIMIC Ruj;SLO;79.385;79.385;43.411;58.520;MEN;20
OMEJC Aljaz;SLO;80.000;79.298;38.025;73.240;MEN;20
NAGODE Ivo;SLO;88.571;74.286;24.836;62.708;JMEN;17
VOZELJ Mark;SLO;83.600;66.400;31.971;59.643;JMEN;23
PILAR Jaka;SLO;84.615;55.385;33.523;63.558;JMEN;18
REPNIK Tadej;SLO;76.207;74.828;26.029;65.927;JMEN;21
BRADESKO Matic;SLO;75.686;70.196;28.318;65.941;JMEN;22
MEGLIC Drejc;SLO;87.429;70.286;30.615;42.633;JMEN;18
OZBOLT Gasper;SLO;83.077;75.385;12.255;64.157;JMEN;21
EINHAUER Nejc;SLO;80.000;57.143;30.272;51.344;JMEN;18
RUPNIK Gregor;SLO;70.000;48.333;31.018;54.860;JMEN;18
